file,emotion,text,speaker,aug_text
Ses02F_script03_1_F025,hap,it went in intermittently for days.,Ses02F,It lasted intermittently for several days.
Ses02F_script03_1_F026,hap,it burned my comb too and all the towels in the bathroom.,Ses02F,I burned my comb and all the towels in the bathroom.
Ses02F_script03_1_F027,neu,that was the first time you ever hit me.,Ses02F,This is the first time you've hit me.
Ses02F_script03_1_F028,hap,"the manager came in and found us rolling around on the floor, biting and scratching like panthers.",Ses02F,The manager came in and found us swinging around on the floor and biting people like leopards.
Ses02F_script03_1_F029,hap,it was ridiculous. completely ridiculous.,Ses02F,That's ridiculous.
Ses02F_script03_1_M001,neu,i wonder.,Ses02M,I'm wondering.
Ses02F_script03_1_M004,neu,i don't care then.,Ses02M,It doesn't matter.
Ses02F_script03_1_M005,neu,hello? hello? what? wrong number.,Ses02M,"Hey, hey, hey. What? Wrong number."
Ses02F_script03_1_M007,neu,with the most perfect poise?,Ses02M,With the perfect softness?
Ses02F_script03_1_M008,neu,things that ought to matter dreadfully don't matter at all when one's happy. do they?,Ses02M,"When a man is happy, things should be so important, don't they?"
Ses02F_script03_1_M009,neu,"oh, darling, don't say that.",Ses02M,"Oh, honey, don't say that."
Ses02F_script03_1_M010,neu,"meaning that sacred and beautiful thing, love?",Ses02M,"It means divine and beautiful things, love?"
Ses02F_script03_1_M012,neu,"you mustn't be serious, my dear one. that's just what they want.",Ses02M,"Don't be ridiculous, honey. That's what they want."
Ses02F_script03_1_M013,neu,all those futile moralists that try to make life unbearable. laugh at them. be flippant. laugh at everything. all their sacred shibboleths.,Ses02M,"Those moralists who try to make life unbearable, laugh at them, laugh at them, laugh at them."
Ses02F_script03_1_M014,neu,flippancy brings out the acid in their damn sweetness and light.,Ses02M,"In their fucking sweet and bright, they float acid."
Ses02F_script03_1_M015,neu,"certainly, you must. we're figures of fun, alright.",Ses02M,"Of course, you have to go. We're funny people, okay?"
Ses02F_script03_1_M016,neu,who knows.,Ses02M,Who knows?
Ses02F_script03_1_M017,neu,"no, that desire will fade. along with our passion.",Ses02M,"No, this desire will go away with our passion."
Ses02F_script03_1_M018,neu,depends on how well we've played.,Ses02M,Depends on how well we fight.
Ses02F_script03_1_M019,hap,yes. yes. with all his might.,Ses02M,"Yes, yes, as much as he can."
Ses02F_script03_1_M020,hap,"no. no, it isn't. death is very laughable. such a cunning little mystery. all done with mirrors.",Ses02M,"No, no, no."
Ses02F_script03_1_M021,neu,so is everyone else in the long run.,Ses02M,"In the long run, the same applies to others."
Ses02F_script03_1_M022,hap,"let's be superficial and pity the poor philosophers. let's blow our trumpets and squeakers and enjoy the party as much as we can. like quite idiotic, very small school children. let's savor the delight of the moment.",Ses02M,"Let us pity the poor philosophers with a superficial look. Let us blow our horns and creaks and enjoy this party as much as we can. Like very stupid, very small schoolchildren. Let us enjoy this moment."
Ses02F_script03_1_M023,hap,"come and kiss me, darling, before your body rots and worms pop in and out of your eye sockets.",Ses02M,"Come kiss me, honey, in your body rot and worms come out in and out of your eye plug."
Ses02F_script03_1_M024,neu,"i don't care what you do. see, you could paint yourself green and dance naked in the place vendome and rush off madly with all the men in the world and i shan't say a word. as long as you love me best.",Ses02M,"I don't care what you do, you can paint yourself green and dance naked in Vendome's place and leave madly with all the men in the world and I won't say a word as long as you love me."
Ses02F_script03_1_M025,neu,you remember that awful scene we had in venice?,Ses02M,Do you remember that horrible scene we had in Venice?
Ses02F_script03_1_M026,neu,the one when you bought that little painted wooden snake in the piazza and put it on my bed.,Ses02M,You bought that little wooden snake and put it in my bed.
Ses02F_script03_1_M028,neu,how long did that row last?,Ses02M,How long will that platoon last?
Ses02F_script03_1_M029,neu,the worst one was in cannes when your curling iron burnt a hole in my new dressing gown.,Ses02M,The worst part is in the can when you curl the iron and burn a hole in my new pajamas.
Ses02F_script03_1_M031,neu,i didn't hit you very hard.,Ses02M,I didn't hit you hard.
Ses02F_script03_1_M032,hap,"oh, i'll never forget his face.",Ses02M,"Oh, I'll never forget his face."
Ses02F_script03_1_M033,neu,we were very much younger then.,Ses02M,We were much younger then.
Ses02F_script03_1_M034,neu,"as a matter of fact, the real cause of that row was peter burden.",Ses02M,"In fact, the real reason for that was Peter's burden."
Ses02F_script03_2_F007,neu,"well, if you hadn't been so suspicious and nosey, you never would have known a thing about it.",Ses02F,"Well, if you weren't so suspicious and snotty, you'd never know about this."
Ses02F_script03_2_F011,neu,just seems so silly to go on and on and on with such a thing.,Ses02F,Just looking too stupid to keep saying things like that.
Ses02F_script03_2_F012,neu,"well, it's become a habit with you.",Ses02F,You're used to it.
Ses02F_script03_2_F013,ang,don't be so stupid.,Ses02F,Don't be silly.
Ses02F_script03_2_F014,ang,what?,Ses02F,What?
Ses02F_script03_2_F016,hap,"a woman's job is to allure the man. watch me a minute, will you?",Ses02F,"A woman's job is to comfort a man. Look at me, okay?"
Ses02F_script03_2_F018,ang,"oh, be quiet.",Ses02F,"Oh, quiet."
Ses02F_script03_2_F020,ang,"adders don't snap, they sting.",Ses02F,The layers don't break. They sting.
Ses02F_script03_2_F025,ang,you're quite insufferable,Ses02F,You can't stand it. You can't stand it.
Ses02F_script03_2_F029,ang,shut up.,Ses02F,Shut up.
Ses02F_script03_2_F031,ang,why?,Ses02F,Why?
Ses02F_script03_2_F034,ang,"turn it on again, please.",Ses02F,"Please open it again, please."
Ses02F_script03_2_F035,ang,"very well, if you insist on being boorish and idiotic.",Ses02F,"Well, if you insist on being rude and stupid."
Ses02F_script03_2_F036,ang,you are far too temperamental. try to control yourself.,Ses02F,You're too gentle. Try to control yourself.
Ses02F_script03_2_F037,ang,stop it. go away. i hate you.,Ses02F,Stop. Go away. I hate you.
Ses02F_script03_2_F038,ang,"listen? listen, indeed. i am sick and tired of listening to you, damn sadistic bully.",Ses02F,"Listen, listen, actually, I'm tired of listening to you, fucking sadist bully."
Ses02F_script03_2_F039,ang,"i hate you. stop it. stop it. i hate you, do you hear? you're conceited and overbearing and utterly impossible.",Ses02F,I hate you. Don't do this. I hate you.
Ses02F_script03_2_F040,ang,this is the end. finally and forever. do you hear me? the end.,Ses02F,"This is the end, last and forever, do you hear me? End."
Ses02F_script03_2_F041,ang,"oh yes, i am.",Ses02F,"Oh, yeah, I am."
Ses02F_script03_2_F042,ang,i am. let go of me. you're a cruel fiend and i hate and loathe you.,Ses02F,"Let go of me. You're a cruel devil. I hate you, I hate you."
Ses02F_script03_2_F043,ang,thank god i realized what you are-- i'd never marry you again ever in my life. you're a cruel fiend and i hate you. you're a beast. you're a beast--i hate you. stop it. stop it.,Ses02F,"Thank God I know what you are, and I'll never marry you again in my life."
Ses02F_script03_2_M000,neu,"as a matter of fact, the real cause of that row was peter burden.",Ses02M,"In fact, the real reason for that was Peter's burden."
Ses02F_script03_2_M001,neu,i knew nothing of the sort. you took presents from him.,Ses02M,I don't know anything. You got a present from him.
Ses02F_script03_2_M006,ang,what of it?,Ses02M,How's it going?
Ses02F_script03_2_M007,ang,"well, what about me?",Ses02M,What about me?
Ses02F_script03_2_M009,neu,"me, too. bored stiff. you want some brandy?",Ses02M,Me too. Boring. Would you like some brandy?
Ses02F_script03_2_M011,neu,no particular reason. anyhow they were very small ones.,Ses02M,"There's no special reason, no matter how small they are."
Ses02F_script03_2_M013,ang,"you needn't be so grand, just because you don't happen to want any yourself at the moment.",Ses02M,"You don't have to be so proud, just because you don't happen to want anyone on your own right now."
Ses02F_script03_2_M027,ang,i'm not in the least drunk.,Ses02M,I'm not drunk.
Ses02F_script03_2_M030,ang,"we could get a good debate going about this, don't you think? intemperate tots.",Ses02M,"We can have a good debate, don't you think?"
Ses02F_script03_2_M036,ang,i'll do no such thing.,Ses02M,I wouldn't do that.
Ses02F_script03_2_M037,ang,turn it off. it's driving me mad.,Ses02M,Turn it off. It's driving me crazy.
Ses02F_script03_2_M038,ang,turn it off.,Ses02M,Turn it off.
Ses02F_script03_2_M039,ang,"amanda, listen. listen",Ses02M,"Amanda, listen, listen."
Ses02F_script03_2_M041,ang,"you're a vile, tempered, loose living, wicked little beast and i hope to never see you again as long as i live.",Ses02M,"You're a mean, gentle, loose life, evil little beast I hope never to see you again as long as I live."
Ses02F_script03_2_M042,ang,you're not going like this.,Ses02M,You can't go like this.
Ses02F_script03_2_M043,ang,you're not.,Ses02M,You didn't.
Ses02F_script03_2_M044,ang,shut up. shut up.,Ses02M,Shut up! Shut up!
Ses02F_script03_2_M045,ang,i wouldn't-- i wouldn't marry--,Ses02M,I won't... I won't marry...
Ses02F_script03_2_M046,ang,i wouldn't marry you if you came in crawling on your knees,Ses02M,I won't marry you if you're kneeling on your knees and crawling and crawling around.
Ses02F_script03_2_M047,ang,you're a evil vampire and i hope to god i never see you again as long as i live.,Ses02M,You're an evil vampire and I want God I'll never see you again as long as I live.
Ses02M_impro01_F000,neu,"hi, how can i help you?",Ses02F,"Hey, can I help you?"
Ses02M_impro01_F001,neu,"sure, um",Ses02F,"Sure, yeah."
Ses02M_impro01_F002,neu,do you have two forms of id with you?,Ses02F,Do you have two identification numbers?
Ses02M_impro01_F003,neu,"i actually need two forms of id. i need either a passport or a birth certificate, or social security card. i'm sorry.",Ses02F,I actually need two IDs. I need a passport or a birth certificate or a social security card. I'm sorry.
Ses02M_impro01_F004,neu,well,Ses02F,Okay.
Ses02M_impro01_F005,neu,i- i can take your driver's license but i need another form of id in order to process this paper work.,Ses02F,"I-I can get your driver's license, but I need another I.D. to handle this paper."
Ses02M_impro01_F006,neu,"um, that you would need to go home and get another form of id and come back.",Ses02F,"Well, you need to go home and get another ID and come back."
Ses02M_impro01_F015,neu,"i'm sorry, sir.",Ses02F,"I'm sorry, sir."
Ses02M_impro01_F016,neu,there is nothing i can do.,Ses02F,There's nothing I can do.
Ses02M_impro01_M001,neu,"yea. i just want to get this done,",Ses02M,"Yeah, I just wanted to do it,"
Ses02M_impro01_M002,neu,get my new license.,Ses02M,Get my new driver's license.
Ses02M_impro01_M003,neu,"um, no, i got my driver's license though.",Ses02M,"Um, no, I got my driver's license though."
Ses02M_impro01_M004,neu,"uh, sorry, i forgot them. i mean i've got to -",Ses02M,"I'm sorry, I forgot. I mean, I have to..."
Ses02M_impro01_M005,neu,well is the dri-driver's license going to work?,Ses02M,Can the driver's license work?
Ses02M_impro01_M007,ang,"what? i- you telling me i waited in that huge line to go and sit down and get my number called, like after",Ses02M,"You tell me, I've waited so long for the line..."
Ses02M_impro01_M008,ang,three hours and,Ses02M,3 hours and
Ses02M_impro01_M009,ang,shouldn't they have like told us about that? i mean why - why would they make me go and wait three hours if i have got to go and do it again?,Ses02M,Why would they want me to wait three hours?
Ses02M_impro01_M010,ang,"it's standard? i mean i don't work at the d.m.v. how am i supposed to know that, like, i stand in line, i get my",Ses02M,"I mean, I'm not at D.M.v."
Ses02M_impro01_M011,ang,"i filled out the application right, didn't i?",Ses02M,"I filled out the application form, didn't I?"
Ses02M_impro01_M018,ang,you- shouldn't you have like a sign or something maybe like up on the counter when you get the applica- maybe on the application,Ses02M,"- You shouldn't have been like a sign or something, maybe on the counter, when you got the imitation book, maybe on the application."
Ses02M_impro01_M019,ang,"what web- i didn't go to a website - why would i need to - it's the d.m.v.. you come to the d.m.v., you wait in line for three hours, and then you go home.",Ses02M,- I didn't go to a website.
Ses02M_impro02_F000,sad,i don't want you to go.,Ses02F,I don't want you to leave.
Ses02M_impro02_F001,sad,"i'm going to miss you too; i don't know what i'm going to do here without you. it's going to be so lonely, and so hard.",Ses02F,"I'm gonna miss you, too; without you, I don't know what I'm gonna do here, it's gonna be so lonely, so hard."
Ses02M_impro02_F002,sad,i don't want to be a single mom.,Ses02F,I don't want to be a single mother.
Ses02M_impro02_F003,sad,but,Ses02F,"But, but..."
Ses02M_impro02_F004,sad,it's dangerous; i mean how can you make sure that you'll,Ses02F,"It's dangerous. I mean, how can you make sure that you..."
Ses02M_impro02_F005,sad,i hope so.,Ses02F,I hope so.
Ses02M_impro02_F006,sad,i hope so.,Ses02F,I hope so.
Ses02M_impro02_F007,sad,it's going to be really rough.,Ses02F,It's gonna be really rough.
Ses02M_impro02_F008,sad,i'll send you lots of pictures.,Ses02F,I'll send you lots of pictures.
Ses02M_impro02_F009,sad,"well, just promise me that you going to be safe.",Ses02F,Promise me you'll be safe.
Ses02M_impro02_F010,sad,"i mean can't they put you in like, you know kitchen work or something where you won't get",Ses02F,"I mean, they can't put you in that kind of place, you know, kitchen work or something?"
Ses02M_impro02_F012,sad,"will you write me letters, paper ones?",Ses02F,"Will you write me a letter, a letter on the paper?"
Ses02M_impro02_F013,sad,"our baby needs a dad; you can't leave. okay, you can't disappear.",Ses02F,"Our kids need a father. You can't leave. Okay, you can't disappear."
Ses02M_impro02_F014,sad,i'll miss you too.,Ses02F,I'll miss you too.
Ses02M_impro02_M000,sad,"i know, i know. i don't want to go either baby. i love you know. and i'm going to miss you a lot.",Ses02M,I don't want to go to two kids.
Ses02M_impro02_M001,sad,"you won't be. i'll be back; i'll be back before you know it. all right, and",Ses02M,You won't. I'll be back. I'll be back before you know it.
Ses02M_impro02_M002,sad,and,Ses02M,and
Ses02M_impro02_M007,sad,"you gotta take care of our baby for me, alright?",Ses02M,"You gotta help me take care of our kids, okay?"
Ses02M_impro02_M008,sad,"i hope so, because i'm not going to be able to survive without all that. i don't know what i'm going to do.",Ses02M,"I hope so, because I can't survive without all this."
Ses02M_impro02_M009,sad,i've never been - i've never been away from you for two weeks let alone a year.,Ses02M,"I've never-- I've never left you for two weeks, let alone a year."
Ses02M_impro02_M013,sad,there's people that thought it was the right thing to do so now we have to- we have to do what we have to do for our country,Ses02M,"Some people think it's right, and now we have to... we have to do what we have to do for our country."
Ses02M_impro02_M014,neu,"and it'll work out you know, go there and do that. yeah, i'll be back",Ses02M,"And it's gonna work out, you know, go there and do it."
Ses02M_impro02_M017,sad,"our baby has a dad, alright. daddy is going to be back soon.",Ses02M,Our baby has a father. He'll be back soon.
Ses02M_impro02_M018,sad,"i want you to, you know, take lots of video; pictures and i can see you when i get back or while i'm there. i'm going to miss you.",Ses02M,"I want you to, you know, shoot a lot of videos; photos and I can see you when I get back or when I'm there."
Ses02M_impro03_F000,hap,what? what? you look really happy what's going on?,Ses02F,What? You look happy. What's going on?
Ses02M_impro03_F001,hap,finally did what?,Ses02F,What did you do in the end?
Ses02M_impro03_F003,hap,"oh, my gosh. well, and did",Ses02F,"Oh, my gosh."
Ses02M_impro03_F004,hap,did she say yes?,Ses02F,Did she say yes?
Ses02M_impro03_F005,hap,that's like the most definitive.,Ses02F,It's like the surest.
Ses02M_impro03_F007,hap,i would have thought you would have told me that you were planning on doing this.,Ses02F,I thought you'd tell me what you were planning to do.
Ses02M_impro03_F008,hap,"yea, i guess so. oh, my gosh. was she surprised?",Ses02F,"Yeah, I guess so. Oh, my God, is she surprised?"
Ses02M_impro03_F011,hap,"oh, you did not.",Ses02F,"Oh, you didn't."
Ses02M_impro03_F012,hap,"oh, my gosh. that's so cute",Ses02F,"Oh, my God."
Ses02M_impro03_F013,hap,"that's so romantic. oh, my gosh. she must have died. that's like one of those things you write into a magazine about like my boyfriend did this. oh my god.",Ses02F,"Oh, my God, she must be dead, like you wrote in a magazine, like my boyfriend did."
Ses02M_impro03_F014,hap,she must have flipped out.,Ses02F,She must be out of her mind.
Ses02M_impro03_F015,hap,right exactly because you can't say no in front of thousands of people. [laughter],Ses02F,"Because you can't say ""no"" in front of thousands of people."
Ses02M_impro03_F016,hap,did you bring her up on stage too?,Ses02F,Did you bring her on stage too?
Ses02M_impro03_F017,hap,"oh, my gosh, that's so cute.",Ses02F,"Oh, my gosh, that's so cute."
Ses02M_impro03_F018,hap,are your parents excited or...?,Ses02F,Are your parents excited or...?
Ses02M_impro03_F020,hap,"ooh, that would be fun.",Ses02F,"Oh, that would be fun."
Ses02M_impro03_F023,hap,"oh my gosh. i cannot believe you're getting married, that is so cool.",Ses02F,"God, I can't believe you're getting married. It's so cool."
Ses02M_impro03_F024,hap,"golly, it just makes me all like romantic inside, like i really want that to happen to me. [laughter]",Ses02F,"It just makes me all like the romantic inside, like I really want it to happen to me. [ GIGGLES ]"
Ses02M_impro03_F028,hap,"yay, well congratulations, that's so cool. [breathing] i can't wait.",Ses02F,Congratulations. That's cool. I can't wait.
Ses02M_impro03_M000,hap,"oh, you're never going to believe it.",Ses02M,"Oh, you'll never believe it."
Ses02M_impro03_M001,hap,"well, i finally did it",Ses02M,I finally did it.
Ses02M_impro03_M005,hap,"yes, she said yes. [laughter] i know",Ses02M,"Yeah, she said yes. [ GIGGLES ] I know."
Ses02M_impro03_M008,hap,"yes, yes. you know, she - she was like - i mean, she was happy, you know",Ses02M,"You know, she's-- she's like-- I mean, she's happy, you know."
Ses02M_impro03_M009,hap,"i - i think it was about time, i don't know, maybe. you know what, it's been it's been long enough now.",Ses02M,"- I think it's time, I don't know, maybe."
Ses02M_impro03_M010,hap,"oh, well, it was -- you know, we were at this- at this concert and yeah",Ses02M,"Oh, well, it's-- you know, we've been to this... at this concert, yeah."
Ses02M_impro03_M011,hap,so i-i talked to some of the crew before hand and-,Ses02M,"So, I-I talked to some crew members before the hand and--"
Ses02M_impro03_M012,hap,i-i did.,Ses02M,"Yeah, I-I did."
Ses02M_impro03_M014,hap,"i know, so",Ses02M,"I know, so..."
Ses02M_impro03_M015,hap,i got to freak her out.,Ses02M,I had to scare her to death.
Ses02M_impro03_M016,hap,"no, yes -- so",Ses02M,"No, yes."
Ses02M_impro03_M017,hap,"yea, that way she was guaranteed that she could not say no.",Ses02M,"Yeah, so she gets a guarantee that she can't say no."
Ses02M_impro03_M018,hap,"no, but it was good.",Ses02M,"No, but that's good."
Ses02M_impro03_M019,hap,"yes, yes. [laughter]",Ses02M,"Yeah, yeah. [ GIGGLES ]"
Ses02M_impro03_M020,hap,"i know it was, i don't know i was really nervous but i'm really - i'm really glad.",Ses02M,"I know it's, I don't know if I'm really nervous, but I'm really-- I'm really happy."
Ses02M_impro03_M021,hap,"oh yes, they - they you know they love her and so i mean...",Ses02M,"Oh, yeah, they-- you know they love her, so I mean..."
Ses02M_impro03_M024,hap,"yea, yea, i'm not too sure where yet i guess you know, i kind of got to figure some stuff out here first",Ses02M,"Yeah, yeah, I'm not sure where it is, but I guess you know, I have to figure it out first."
Ses02M_impro03_M026,hap,i know.,Ses02M,I know.
Ses02M_impro03_M027,hap,"oh, it will, obviously you know. but i know it's something - i don't know, you never really think about it happening, like before hand.",Ses02M,"Oh, it's gonna be, obviously you know, but I know it's something-- I don't know, you never really thought about it happening, like in front of your hands."
Ses02M_impro03_M028,hap,"sure. oh, yes.",Ses02M,"Sure, oh, yeah."
Ses02M_impro03_M030,hap,"yes, well, thanks, thanks. thank you. yeah",Ses02M,"Yes, thank you. Thank you. Thank you."
Ses02M_impro03_M031,hap,hah.,Ses02M,Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha.
Ses02M_impro04_F000,neu,so how you feeling?,Ses02F,How are you feeling?
Ses02M_impro04_F001,neu,"you've been doing a lot of work for it, right?",Ses02F,"You did a lot of work, didn't you?"
Ses02M_impro04_F002,neu,"right, so the fact you doing the best that you can is -",Ses02F,"Yeah, so in fact, you did the best you could..."
Ses02M_impro04_F003,neu,"you know you shouldn't give yourself a hard time for that, it's the best you can.",Ses02F,"You know, you shouldn't give yourself a hard time, it's the best you can."
Ses02M_impro04_F004,neu,"well, but you care about what you do, right?",Ses02F,"But you care about your job, don't you?"
Ses02M_impro04_F005,neu,"i understand that it's so frustrating but i know that you're here because you really want it you know and, and uh",Ses02F,"I know it's frustrating, but I know you're here because you really want it."
Ses02M_impro04_F006,neu,"well, i mean you're still here you've tried for this long so i think that says something all in itself.",Ses02F,"I mean, you're still here, and you've been trying for so long so I thought, that means something all by itself."
Ses02M_impro04_F007,neu,you are persistence. i mean that's important. that's,Ses02F,"I mean, it's important."
Ses02M_impro04_F008,neu,"well, you're talented so keep that in mind, you know, you shouldn't give yourself too hard of a time.",Ses02F,"Well, you're very talented, so remember, you know, you shouldn't give yourself too much time."
Ses02M_impro04_F009,sad,i'm sorry.,Ses02F,I'm sorry.
Ses02M_impro04_F010,neu,"that's- i mean. there are more factors then just whether you're good or not, you know what i mean like",Ses02F,"I mean, there's more to it, then, just, whether you're good or bad, you know what I mean like."
Ses02M_impro04_F011,neu,"and the fact that you know there is always different types of things and what kind of people they want in the office and whether it's male or female or you know what i mean, like things are out of your control.",Ses02F,"And actually you know there's always different kinds of things and what kind of people they want in the office and whether it's a man or a woman, or you know what I mean, like things are out of control for you."
Ses02M_impro04_F012,neu,so you should take that in consideration rather than giving yourself such a hard time.,Ses02F,"So you should take that into account, not give yourself such a hard time."
Ses02M_impro04_F014,neu,"you know and the fact you still here and still cooking, like it's good that you're thinking about it, that you're reconsidering.",Ses02F,"You know, actually, you're still here to cook, like it's good for you to think about it, and you're reconsidering."
Ses02M_impro04_F015,neu,"but like, just because you're considering why it's been so difficult doesn't mean you should just stop.",Ses02F,But just because you're thinking why this has been so difficult doesn't mean you should stop.
Ses02M_impro04_F016,neu,"maybe you should take a little break from it, but i don't think you should stop.",Ses02F,"Maybe you should take a break, but I don't think you should stop."
Ses02M_impro04_M014,sad,"i don't know, it's just not, i don't know - i don't know what to do really, you know, i'm just thinking",Ses02M,"I don't know, I just don't know, I don't know what to do."
Ses02M_impro04_M019,ang,this doesn't happen to a normal person.,Ses02M,It won't happen to a normal person.
Ses02M_impro04_M022,sad,right. thanks for talking to me.,Ses02M,Thank you for talking to me.
Ses02M_impro05_F000,neu,"hi, can i help you?",Ses02F,Can I help you?
Ses02M_impro05_F001,neu,"oh, did you check? did you make sure as it went around the second time that it-",Ses02F,"Oh, did you check it out?"
Ses02M_impro05_F002,neu,"okay. well, um- the f.",Ses02F,"Okay, um, uh--F."
Ses02M_impro05_F003,neu,"actually i'm looking here at the information, the flight that you were on we had some trouble with some of the baggage, it looks like a few peoples' bags didn't make it through. um, so-",Ses02F,"Actually, I'm looking at the information here, and you're on a flight and we're having some trouble with some luggage, and it looks like some people's bags didn't pass."
Ses02M_impro05_F004,neu,"well, you can fill out this paperwork um- and if for some reason it shows up, we can bring it to you, but-",Ses02F,"You can fill out this file, and if it shows up for some reason, we can give it to you, but..."
Ses02M_impro05_F005,neu,"well, sometimes it's just late baggage or misplaced baggage and it comes out but it seems to be here and just i'm reading off of this that",Ses02F,"Sometimes it's just late luggage or passing luggage, and it comes out suddenly, but it seems to be right here."
Ses02M_impro05_F006,neu,uh- it didn't make it into the second plane so it looks like there - they don't actually know what happened to it.,Ses02F,"Uh, it didn't get it into the second plane so it looked like it was there-- they actually don't know what happened to it."
Ses02M_impro05_F007,neu,"um, well, sometimes there is just difficulties with loading on to the plane. uh- there can be a theft or uh- some sort of you know mishap with a cart or something.",Ses02F,Sometimes it's hard to get on a plane. There may be thefts or...
Ses02M_impro05_F008,neu,"i- i- i understand, but um.",Ses02F,"I understand, but..."
Ses02M_impro05_F009,neu,okay,Ses02F,I'm fine.
Ses02M_impro05_F010,neu,right.,Ses02F,Turn right.
Ses02M_impro05_F011,neu,"i understand that. um- so i'm going to put down here that you looking for your baggage, but we actually can't, uh this bag is likely not going to show up so what we're going to do-",Ses02F,"I understand that, um-- so I'm gonna drop here and you're looking for your luggage, but we can't actually, uh, this bag might not show up."
Ses02M_impro05_F012,neu,"sometimes it gets stolen, sometimes it gets misplaced on another plane and",Ses02F,"Sometimes they're stolen, sometimes they're wrong on another plane."
Ses02M_impro05_F013,neu,"they - they, it gets shipped to somewhere else and then it's stuck somewhere and then we have no way of tracking that.",Ses02F,"- They, they were transported somewhere else, and it was trapped somewhere, and we couldn't trace it."
Ses02M_impro05_F014,neu,so we'll- what we'll do,Ses02F,"So, what are we gonna do?"
Ses02M_impro05_F015,neu,right. like i said sometimes a theft and things happen like that but we are willing to reim-reimburse you.,Ses02F,"Like I said, sometimes it's stealing, something like that happens, but we're willing to punish you again."
Ses02M_impro05_F016,neu,"um, so.",Ses02F,"Uh, so... uh, so."
Ses02M_impro05_F017,neu,"we have very tight security but we -uh- there are times when we just can't uh make sure there aren't absolutely no human error, you know",Ses02F,"We have very tight security, but we... sometimes we just can't make sure that nobody makes a mistake."
Ses02M_impro05_F018,neu,i'm sorry there is no guarantee on baggage.,Ses02F,"I'm sorry, there's no guarantee of luggage."
Ses02M_impro05_F019,neu,"i understand, so-",Ses02F,"I understand, so..."
Ses02M_impro05_F020,neu,"all right, we've already checked back here for your baggage",Ses02F,"All right, we've checked the luggage here."
Ses02M_impro05_F021,neu,and we will continue to look for it and because your paper-,Ses02F,"We'll keep looking for it, because your thesis..."
Ses02M_impro05_F023,neu,"well, it's- it's just sort of help with the fact uh that you lost some of your possessions and we rather do that than-",Ses02F,You lost some property. We'd rather do this than...
Ses02M_impro05_F024,neu,the airline can't afford to give you everything that is in that suitcase. and so-,Ses02F,"The airline can't afford all your suitcases, so..."
Ses02M_impro05_F025,neu,well because lots of people get their baggage lost and we don't want to have false claims or anything like that so we have,Ses02F,"Because we don't want to have false ideas or something like that, so we do."
Ses02M_impro05_F026,neu,"we can give you fifty dollar to sort of make up for it, to compensate, and we can definitely let you know if it shows up but likely, more than likely-",Ses02F,"We can give you $50 to make it up to you, to make it up to you, and we can definitely let you know if it shows up."
Ses02M_impro05_M000,neu,hi. um-,Ses02M,I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-
Ses02M_impro05_M001,neu,it seems that uh- my-my bag didn't make it out on the carousel.,Ses02M,Looks like my bag didn't come out of the carousel right away.
Ses02M_impro05_M002,neu,"yes, yes, it's gone around like you know twenty times. it's been about a half hour.",Ses02M,"Yeah, yeah, like 20 times you know. It's been half an hour."
Ses02M_impro05_M003,neu,okay. so what-what do i have to get you know,Ses02M,"OK, so what-- what I have to let you know?"
Ses02M_impro05_M013,ang,"but we have the tags on. i mean like it wouldn't you know, if it got stuck somewhere it's like well this is nobodies bag i mean maybe you know look on the tag and",Ses02M,"But we have labels, I mean, it won't, you know, if it's stuck somewhere it's like a good thing it's a naked bag I mean, maybe you know look at labels and..."
Ses02M_impro05_M016,ang,"theft? don't you know like all these people that are work - you keep like an eye on them, how can they get away with-",Ses02M,Don't you know these people are working?
Ses02M_impro05_M018,ang,you don't realize the stuff that i've got in that - i really need to get the suitcase okay,Ses02M,"You didn't realize what I had in there. I really need to get my suitcase, okay?"
Ses02M_impro05_M025,ang,the a- what? talking about a core they can't afford it? i mean-,Ses02M,Talk about a core they can't afford?
Ses02M_impro05_M026,ang,i mean you're not helping me here. what do i have to do here? do i need to sue the airline company is that what i should do,Ses02M,"What am I supposed to do, sue the airline?"
Ses02M_impro06_F002,sad,"it doesn't make any easier, yes.",Ses02F,"It won't make any easier, yeah."
Ses02M_impro06_F003,sad,"oh, man. i'm so sorry.",Ses02F,I'm sorry.
Ses02M_impro06_F004,sad,"it's going to be so rough, i'm sorry.",Ses02F,"It's gonna be so rough, I'm sorry."
Ses02M_impro06_F005,sad,yeah.,Ses02F,Yeah.
Ses02M_impro06_F006,sad,totally.,Ses02F,Totally.
Ses02M_impro06_F007,sad,yeah,Ses02F,"Yeah, yeah, yeah."
